0.45% Sodium Cl 1000mL,last_updated_on,version,hospital_location,hospital_address,license_number|MO,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated.",,,,,,,,,,,,,,,,,,,
MRI BREAST RT W WO CONT W CAD,8001035,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,LT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,8001035,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,LT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,8148236,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,LT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,8148236,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,LT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,1053826,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,1053826,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,5841884,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,5841884,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,613355,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,613355,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,613489,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,613489,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,613504,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,613504,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,613560,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,613560,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,613598,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,613598,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,613610,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,613610,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,8001037,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,8001037,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,8148237,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,8148237,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,613556,CDM,352,RC,73700,CPT,,,facility,inpatient,,,3136,909.44,MultiPlan,Primary Network,50,2195.2,,,,1881.6,2565.25,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,613556,CDM,352,RC,73700,CPT,,,facility,outpatient,,,3136,909.44,MultiPlan,Primary Network,50,2195.2,,,,92.17,2565.25,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,613592,CDM,352,RC,73700,CPT,,,facility,inpatient,,,3136,909.44,MultiPlan,Primary Network,50,2195.2,,,,1881.6,2565.25,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,613592,CDM,352,RC,73700,CPT,,,facility,outpatient,,,3136,909.44,MultiPlan,Primary Network,50,2195.2,,,,92.17,2565.25,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,8148159,CDM,352,RC,73700,CPT,,,facility,inpatient,,,3136,909.44,MultiPlan,Primary Network,50,2195.2,,,,1881.6,2565.25,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,8148159,CDM,352,RC,73700,CPT,,,facility,outpatient,,,3136,909.44,MultiPlan,Primary Network,50,2195.2,,,,92.17,2565.25,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,8282223,CDM,352,RC,73700,CPT,,,facility,inpatient,,,3136,909.44,MultiPlan,Primary Network,50,2195.2,,,,1881.6,2565.25,percent of total billed charges,
MRI BREAST RT W WO CONT W CAD,8282223,CDM,352,RC,73700,CPT,,,facility,outpatient,,,3136,909.44,MultiPlan,Primary Network,50,2195.2,,,,92.17,2565.25,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,8282190,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,"LT,52",1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Breast RT w wo Cont w CAD,8282190,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,"LT,52",1097.6,,,,92.17,1431,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8282189,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,"RT,52",1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8282189,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,"RT,52",1097.6,,,,92.17,1431,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8438392,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8438392,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8438390,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,LT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8438390,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,LT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8475816,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8475816,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,RT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8475814,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,LT,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8475814,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,LT,1097.6,,,,92.17,1431,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8475812,CDM,352,RC,73700,CPT,,,facility,inpatient,,,3136,909.44,MultiPlan,Primary Network,RT,2195.2,,,,1881.6,2565.25,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8475812,CDM,352,RC,73700,CPT,,,facility,outpatient,,,3136,909.44,MultiPlan,Primary Network,RT,2195.2,,,,92.17,2565.25,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8475782,CDM,352,RC,73700,CPT,,,facility,inpatient,,,558,161.82,MultiPlan,Primary Network,"RT,52",390.6,,,,334.8,456.44,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8475782,CDM,352,RC,73700,CPT,,,facility,outpatient,,,558,161.82,MultiPlan,Primary Network,"RT,52",390.6,,,,92.17,1431,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8475783,CDM,352,RC,73700,CPT,,,facility,inpatient,,,558,161.82,MultiPlan,Primary Network,"LT,52",390.6,,,,334.8,456.44,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8475783,CDM,352,RC,73700,CPT,,,facility,outpatient,,,558,161.82,MultiPlan,Primary Network,"LT,52",390.6,,,,92.17,1431,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8515992,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8515992,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,,1097.6,,,,92.17,1431,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8515988,CDM,352,RC,73700,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8515988,CDM,352,RC,73700,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,,1097.6,,,,92.17,1431,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8515984,CDM,352,RC,73700,CPT,,,facility,inpatient,,,3136,909.44,MultiPlan,Primary Network,50,2195.2,,,,1881.6,2565.25,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,8515984,CDM,352,RC,73700,CPT,,,facility,outpatient,,,3136,909.44,MultiPlan,Primary Network,50,2195.2,,,,92.17,2565.25,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,1053824,CDM,352,RC,73701,CPT,,,facility,inpatient,,,1854,537.66,MultiPlan,Primary Network,RT,1297.8,,,,1112.4,1516.57,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,1053824,CDM,352,RC,73701,CPT,,,facility,outpatient,,,1854,537.66,MultiPlan,Primary Network,RT,1297.8,,,,154.05,1516.57,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,7991368,CDM,352,RC,73701,CPT,,,facility,inpatient,,,1854,537.66,MultiPlan,Primary Network,RT,1297.8,,,,1112.4,1516.57,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,7991368,CDM,352,RC,73701,CPT,,,facility,outpatient,,,1854,537.66,MultiPlan,Primary Network,RT,1297.8,,,,154.05,1516.57,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,7991384,CDM,352,RC,73701,CPT,,,facility,inpatient,,,1854,537.66,MultiPlan,Primary Network,RT,1297.8,,,,1112.4,1516.57,percent of total billed charges,
MRI Lower Extremity w wo Contrast Bilat,7991384,CDM,352,RC,73701,CPT,,,facility,outpatient,,,1854,537.66,MultiPlan,Primary Network,RT,1297.8,,,,154.05,1516.57,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7991392,CDM,352,RC,73701,CPT,,,facility,inpatient,,,1854,537.66,MultiPlan,Primary Network,RT,1297.8,,,,1112.4,1516.57,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7991392,CDM,352,RC,73701,CPT,,,facility,outpatient,,,1854,537.66,MultiPlan,Primary Network,RT,1297.8,,,,154.05,1516.57,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,1063831,CDM,352,RC,73701,CPT,,,facility,inpatient,,,1854,537.66,MultiPlan,Primary Network,LT,1297.8,,,,1112.4,1516.57,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,1063831,CDM,352,RC,73701,CPT,,,facility,outpatient,,,1854,537.66,MultiPlan,Primary Network,LT,1297.8,,,,154.05,1516.57,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7991364,CDM,352,RC,73701,CPT,,,facility,inpatient,,,1854,537.66,MultiPlan,Primary Network,LT,1297.8,,,,1112.4,1516.57,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7991364,CDM,352,RC,73701,CPT,,,facility,outpatient,,,1854,537.66,MultiPlan,Primary Network,LT,1297.8,,,,154.05,1516.57,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7991380,CDM,352,RC,73701,CPT,,,facility,inpatient,,,1854,537.66,MultiPlan,Primary Network,LT,1297.8,,,,1112.4,1516.57,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7991380,CDM,352,RC,73701,CPT,,,facility,outpatient,,,1854,537.66,MultiPlan,Primary Network,LT,1297.8,,,,154.05,1516.57,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7991388,CDM,352,RC,73701,CPT,,,facility,inpatient,,,1854,537.66,MultiPlan,Primary Network,LT,1297.8,,,,1112.4,1516.57,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7991388,CDM,352,RC,73701,CPT,,,facility,outpatient,,,1854,537.66,MultiPlan,Primary Network,LT,1297.8,,,,154.05,1516.57,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,1083816,CDM,352,RC,73702,CPT,,,facility,inpatient,,,2140,620.6,MultiPlan,Primary Network,RT,1498,,,,1284,1750.52,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,1083816,CDM,352,RC,73702,CPT,,,facility,outpatient,,,2140,620.6,MultiPlan,Primary Network,RT,1498,,,,154.05,1750.52,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,1063833,CDM,352,RC,73702,CPT,,,facility,inpatient,,,2140,620.6,MultiPlan,Primary Network,LT,1498,,,,1284,1750.52,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,1063833,CDM,352,RC,73702,CPT,,,facility,outpatient,,,2140,620.6,MultiPlan,Primary Network,LT,1498,,,,154.05,1750.52,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7991332,CDM,352,RC,73706,CPT,,,facility,inpatient,,,2140,620.6,MultiPlan,Primary Network,RT,1498,,,,1284,1750.52,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7991332,CDM,352,RC,73706,CPT,,,facility,outpatient,,,2140,620.6,MultiPlan,Primary Network,RT,1498,,,,154.05,1750.52,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7991336,CDM,352,RC,73706,CPT,,,facility,inpatient,,,2140,620.6,MultiPlan,Primary Network,LT,1498,,,,1284,1750.52,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7991336,CDM,352,RC,73706,CPT,,,facility,outpatient,,,2140,620.6,MultiPlan,Primary Network,LT,1498,,,,154.05,1750.52,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,613231,CDM,352,RC,74150,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,613231,CDM,352,RC,74150,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,,1097.6,,,,92.17,1431,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7920887,CDM,352,RC,74150,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7920887,CDM,352,RC,74150,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,,1097.6,,,,92.17,1431,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,8001030,CDM,352,RC,74150,CPT,,,facility,inpatient,,,1568,454.72,MultiPlan,Primary Network,,1097.6,,,,940.8,1282.62,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,8001030,CDM,352,RC,74150,CPT,,,facility,outpatient,,,1568,454.72,MultiPlan,Primary Network,,1097.6,,,,92.17,1431,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,613317,CDM,352,RC,74160,CPT,,,facility,inpatient,,,1854,537.66,MultiPlan,Primary Network,,1297.8,,,,1112.4,1516.57,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,613317,CDM,352,RC,74160,CPT,,,facility,outpatient,,,1854,537.66,MultiPlan,Primary Network,,1297.8,,,,154.05,1516.57,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7920895,CDM,352,RC,74160,CPT,,,facility,inpatient,,,1854,537.66,MultiPlan,Primary Network,,1297.8,,,,1112.4,1516.57,percent of total billed charges,
MRI Lower Extremity wo Contrast Bilat,7920895,CDM,352,RC,74160,CPT,,,facility,outpatient,,,1854,537.66,MultiPlan,Primary Network,,1297.8,,,,154.05,1516.57,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,8001031,CDM,352,RC,74160,CPT,,,facility,inpatient,,,1854,537.66,MultiPlan,Primary Network,,1297.8,,,,1112.4,1516.57,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,8001031,CDM,352,RC,74160,CPT,,,facility,outpatient,,,1854,537.66,MultiPlan,Primary Network,,1297.8,,,,154.05,1516.57,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,613321,CDM,352,RC,74170,CPT,,,facility,inpatient,,,2140,620.6,MultiPlan,Primary Network,,1498,,,,1284,1750.52,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,613321,CDM,352,RC,74170,CPT,,,facility,outpatient,,,2140,620.6,MultiPlan,Primary Network,,1498,,,,154.05,1750.52,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,7903279,CDM,352,RC,74170,CPT,,,facility,inpatient,,,2140,620.6,MultiPlan,Primary Network,,1498,,,,1284,1750.52,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,7903279,CDM,352,RC,74170,CPT,,,facility,outpatient,,,2140,620.6,MultiPlan,Primary Network,,1498,,,,154.05,1750.52,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,8001032,CDM,352,RC,74170,CPT,,,facility,inpatient,,,2140,620.6,MultiPlan,Primary Network,,1498,,,,1284,1750.52,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,8001032,CDM,352,RC,74170,CPT,,,facility,outpatient,,,2140,620.6,MultiPlan,Primary Network,,1498,,,,154.05,1750.52,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,1513813,CDM,352,RC,74174,CPT,,,facility,inpatient,,,4279,1240.91,MultiPlan,Primary Network,,2995.3,,,,2567.4,3500.22,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,1513813,CDM,352,RC,74174,CPT,,,facility,outpatient,,,4279,1240.91,MultiPlan,Primary Network,,2995.3,,,,322.43,3500.22,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,8001028,CDM,352,RC,74174,CPT,,,facility,inpatient,,,4279,1240.91,MultiPlan,Primary Network,,2995.3,,,,2567.4,3500.22,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,8001028,CDM,352,RC,74174,CPT,,,facility,outpatient,,,4279,1240.91,MultiPlan,Primary Network,,2995.3,,,,322.43,3500.22,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,2300824,CDM,352,RC,74175,CPT,,,facility,inpatient,,,2140,620.6,MultiPlan,Primary Network,,1498,,,,1284,1750.52,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,2300824,CDM,352,RC,74175,CPT,,,facility,outpatient,,,2140,620.6,MultiPlan,Primary Network,,1498,,,,154.05,1750.52,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,2300827,CDM,352,RC,74175,CPT,,,facility,inpatient,,,2140,620.6,MultiPlan,Primary Network,,1498,,,,1284,1750.52,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,2300827,CDM,352,RC,74175,CPT,,,facility,outpatient,,,2140,620.6,MultiPlan,Primary Network,,1498,,,,154.05,1750.52,percent of total billed charges,
MRI Upper Extremity Joint Bilat w Contrast,8001034,CDM,352,RC,74175,CPT,,,facility,inpatient,,,2140,620.6,MultiPlan,Primary Network,,1498,,,,1284,1750.52,percent of total billed charges,
